"";"X";"country";"product";"item_code";"com_group";"product_group";"diet_group";"DGE_group"
"11774";11774;"LBN";"Palmkernel Oil";2576;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11775";11775;"LBN";"Palm Oil";2577;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11776";11776;"LBN";"Coconut Oil";2578;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11777";11777;"LBN";"Sesameseed Oil";2579;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11778";11778;"LBN";"Olive Oil";2580;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11779";11779;"LBN";"Ricebran Oil";2581;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11780";11780;"LBN";"Maize Germ Oil";2582;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11781";11781;"LBN";"Oilcrops Oil, Other";2586;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11782";11782;"LBN";"Soyabean Cake";2590;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11783";11783;"LBN";"Groundnut Cake";2591;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11784";11784;"LBN";"Sunflowerseed Cake";2592;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11785";11785;"LBN";"Rape and Mustard Cake";2593;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11786";11786;"LBN";"Cottonseed Cake";2594;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11787";11787;"LBN";"Palmkernel Cake";2595;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11788";11788;"LBN";"Copra Cake";2596;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11789";11789;"LBN";"Sesameseed Cake";2597;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11790";11790;"LBN";"Oilseed Cakes, Other";2598;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11791";11791;"LBN";"Wine";2655;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11792";11792;"LBN";"Beer";2656;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11793";11793;"LBN";"Beverages, Fermented";2657;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11794";11794;"LBN";"Beverages, Alcoholic";2658;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11795";11795;"LBN";"Alcohol, Non-Food";2659;"Ethanol";"Crop products";"Ethanol";"excluded"
"11796";11796;"LBN";"Cotton lint";2661;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"11797";11797;"LBN";"Cattle";866;"Live animals";"Livestock";"Live animals";"excluded"
"11798";11798;"LBN";"Buffaloes";946;"Live animals";"Livestock";"Live animals";"excluded"
"11799";11799;"LBN";"Sheep";976;"Live animals";"Livestock";"Live animals";"excluded"
"11800";11800;"LBN";"Goats";1016;"Live animals";"Livestock";"Live animals";"excluded"
"11801";11801;"LBN";"Pigs";1034;"Live animals";"Livestock";"Live animals";"excluded"
"11802";11802;"LBN";"Poultry Birds";2029;"Live animals";"Livestock";"Live animals";"excluded"
"11803";11803;"LBN";"Horses";1096;"Live animals";"Livestock";"Live animals";"excluded"
"11804";11804;"LBN";"Asses";1107;"Live animals";"Livestock";"Live animals";"excluded"
"11805";11805;"LBN";"Mules";1110;"Live animals";"Livestock";"Live animals";"excluded"
"11806";11806;"LBN";"Camels";1126;"Live animals";"Livestock";"Live animals";"excluded"
"11807";11807;"LBN";"Camelids, other";1157;"Live animals";"Livestock";"Live animals";"excluded"
"11808";11808;"LBN";"Rabbits and hares";1140;"Live animals";"Livestock";"Live animals";"excluded"
"11809";11809;"LBN";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"11810";11810;"LBN";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"11811";11811;"LBN";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"11812";11812;"LBN";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"11813";11813;"LBN";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"11814";11814;"LBN";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"11815";11815;"LBN";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11816";11816;"LBN";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11817";11817;"LBN";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11818";11818;"LBN";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11819";11819;"LBN";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11820";11820;"LBN";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11821";11821;"LBN";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11822";11822;"LBN";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"11823";11823;"LBN";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11824";11824;"LBN";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"11825";11825;"LBN";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"11826";11826;"LBN";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"11827";11827;"LBN";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"11828";11828;"LBN";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"11829";11829;"LBN";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"11830";11830;"LBN";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"11831";11831;"LSO";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11832";11832;"LSO";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11833";11833;"LSO";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11834";11834;"LSO";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11835";11835;"LSO";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11836";11836;"LSO";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11837";11837;"LSO";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11838";11838;"LSO";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11839";11839;"LSO";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11840";11840;"LSO";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11841";11841;"LSO";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11842";11842;"LSO";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11843";11843;"LSO";"Roots, Other";2534;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11844";11844;"LSO";"Yams";2535;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11845";11845;"LSO";"Sugar cane";2536;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"11846";11846;"LSO";"Sugar beet";2537;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"11847";11847;"LSO";"Beans";2546;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11848";11848;"LSO";"Peas";2547;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11849";11849;"LSO";"Pulses, Other and products";2549;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11850";11850;"LSO";"Nuts and products";2551;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11851";11851;"LSO";"Soyabeans";2555;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11852";11852;"LSO";"Groundnuts (Shelled Eq)";2556;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11853";11853;"LSO";"Sunflower seed";2557;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11854";11854;"LSO";"Rape and Mustardseed";2558;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11855";11855;"LSO";"Seed cotton";328;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11856";11856;"LSO";"Coconuts - Incl Copra";2560;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11857";11857;"LSO";"Sesame seed";2561;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11858";11858;"LSO";"Oil, palm fruit";254;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11859";11859;"LSO";"Olives (including preserved)";2563;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11860";11860;"LSO";"Oilcrops, Other";2570;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11861";11861;"LSO";"Tomatoes and products";2601;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11862";11862;"LSO";"Onions";2602;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11863";11863;"LSO";"Vegetables, Other";2605;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11864";11864;"LSO";"Oranges, Mandarines";2611;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11865";11865;"LSO";"Lemons, Limes and products";2612;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11866";11866;"LSO";"Grapefruit and products";2613;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11867";11867;"LSO";"Citrus, Other";2614;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11868";11868;"LSO";"Bananas";2615;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11869";11869;"LSO";"Plantains";2616;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11870";11870;"LSO";"Apples and products";2617;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11871";11871;"LSO";"Pineapples and products";2618;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11872";11872;"LSO";"Dates";2619;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11873";11873;"LSO";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11874";11874;"LSO";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11875";11875;"LSO";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"11876";11876;"LSO";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"11877";11877;"LSO";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"11878";11878;"LSO";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11879";11879;"LSO";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11880";11880;"LSO";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11881";11881;"LSO";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11882";11882;"LSO";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11883";11883;"LSO";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11884";11884;"LSO";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11885";11885;"LSO";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11886";11886;"LSO";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11887";11887;"LSO";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11888";11888;"LSO";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11889";11889;"LSO";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"11890";11890;"LSO";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"11891";11891;"LSO";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"11892";11892;"LSO";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"11893";11893;"LSO";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"11894";11894;"LSO";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"11895";11895;"LSO";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11896";11896;"LSO";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11897";11897;"LSO";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11898";11898;"LSO";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11899";11899;"LSO";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11900";11900;"LSO";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11901";11901;"LSO";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11902";11902;"LSO";"Rape and Mustard Oil";2574;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11903";11903;"LSO";"Cottonseed Oil";2575;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11904";11904;"LSO";"Palmkernel Oil";2576;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11905";11905;"LSO";"Palm Oil";2577;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11906";11906;"LSO";"Coconut Oil";2578;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11907";11907;"LSO";"Sesameseed Oil";2579;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11908";11908;"LSO";"Olive Oil";2580;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11909";11909;"LSO";"Ricebran Oil";2581;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11910";11910;"LSO";"Maize Germ Oil";2582;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11911";11911;"LSO";"Oilcrops Oil, Other";2586;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11912";11912;"LSO";"Soyabean Cake";2590;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11913";11913;"LSO";"Groundnut Cake";2591;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11914";11914;"LSO";"Sunflowerseed Cake";2592;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11915";11915;"LSO";"Rape and Mustard Cake";2593;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11916";11916;"LSO";"Cottonseed Cake";2594;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11917";11917;"LSO";"Palmkernel Cake";2595;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11918";11918;"LSO";"Copra Cake";2596;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11919";11919;"LSO";"Sesameseed Cake";2597;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11920";11920;"LSO";"Oilseed Cakes, Other";2598;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11921";11921;"LSO";"Wine";2655;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11922";11922;"LSO";"Beer";2656;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11923";11923;"LSO";"Beverages, Fermented";2657;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11924";11924;"LSO";"Beverages, Alcoholic";2658;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11925";11925;"LSO";"Alcohol, Non-Food";2659;"Ethanol";"Crop products";"Ethanol";"excluded"
"11926";11926;"LSO";"Cotton lint";2661;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"11927";11927;"LSO";"Cattle";866;"Live animals";"Livestock";"Live animals";"excluded"
"11928";11928;"LSO";"Buffaloes";946;"Live animals";"Livestock";"Live animals";"excluded"
"11929";11929;"LSO";"Sheep";976;"Live animals";"Livestock";"Live animals";"excluded"
"11930";11930;"LSO";"Goats";1016;"Live animals";"Livestock";"Live animals";"excluded"
"11931";11931;"LSO";"Pigs";1034;"Live animals";"Livestock";"Live animals";"excluded"
"11932";11932;"LSO";"Poultry Birds";2029;"Live animals";"Livestock";"Live animals";"excluded"
"11933";11933;"LSO";"Horses";1096;"Live animals";"Livestock";"Live animals";"excluded"
"11934";11934;"LSO";"Asses";1107;"Live animals";"Livestock";"Live animals";"excluded"
"11935";11935;"LSO";"Mules";1110;"Live animals";"Livestock";"Live animals";"excluded"
"11936";11936;"LSO";"Camels";1126;"Live animals";"Livestock";"Live animals";"excluded"
"11937";11937;"LSO";"Camelids, other";1157;"Live animals";"Livestock";"Live animals";"excluded"
"11938";11938;"LSO";"Rabbits and hares";1140;"Live animals";"Livestock";"Live animals";"excluded"
"11939";11939;"LSO";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"11940";11940;"LSO";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"11941";11941;"LSO";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"11942";11942;"LSO";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"11943";11943;"LSO";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"11944";11944;"LSO";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"11945";11945;"LSO";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11946";11946;"LSO";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11947";11947;"LSO";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11948";11948;"LSO";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11949";11949;"LSO";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11950";11950;"LSO";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11951";11951;"LSO";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
