"";"X";"country";"product";"item_code";"com_group";"product_group";"diet_group";"DGE_group"
"20836";20836;"TWN";"Grapefruit and products";2613;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20837";20837;"TWN";"Citrus, Other";2614;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20838";20838;"TWN";"Bananas";2615;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20839";20839;"TWN";"Plantains";2616;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20840";20840;"TWN";"Apples and products";2617;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20841";20841;"TWN";"Pineapples and products";2618;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20842";20842;"TWN";"Dates";2619;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20843";20843;"TWN";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20844";20844;"TWN";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20845";20845;"TWN";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"20846";20846;"TWN";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"20847";20847;"TWN";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"20848";20848;"TWN";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20849";20849;"TWN";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20850";20850;"TWN";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20851";20851;"TWN";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20852";20852;"TWN";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20853";20853;"TWN";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20854";20854;"TWN";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20855";20855;"TWN";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20856";20856;"TWN";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20857";20857;"TWN";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20858";20858;"TWN";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20859";20859;"TWN";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"20860";20860;"TWN";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"20861";20861;"TWN";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"20862";20862;"TWN";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"20863";20863;"TWN";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"20864";20864;"TWN";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"20865";20865;"TWN";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"20866";20866;"TWN";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"20867";20867;"TWN";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"20868";20868;"TWN";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"20869";20869;"TWN";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20870";20870;"TWN";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20871";20871;"TWN";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20872";20872;"TWN";"Rape and Mustard Oil";2574;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20873";20873;"TWN";"Cottonseed Oil";2575;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20874";20874;"TWN";"Palmkernel Oil";2576;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20875";20875;"TWN";"Palm Oil";2577;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20876";20876;"TWN";"Coconut Oil";2578;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20877";20877;"TWN";"Sesameseed Oil";2579;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20878";20878;"TWN";"Olive Oil";2580;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20879";20879;"TWN";"Ricebran Oil";2581;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20880";20880;"TWN";"Maize Germ Oil";2582;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20881";20881;"TWN";"Oilcrops Oil, Other";2586;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"20882";20882;"TWN";"Soyabean Cake";2590;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"20883";20883;"TWN";"Groundnut Cake";2591;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"20884";20884;"TWN";"Sunflowerseed Cake";2592;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"20885";20885;"TWN";"Rape and Mustard Cake";2593;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"20886";20886;"TWN";"Cottonseed Cake";2594;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"20887";20887;"TWN";"Palmkernel Cake";2595;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"20888";20888;"TWN";"Copra Cake";2596;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"20889";20889;"TWN";"Sesameseed Cake";2597;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"20890";20890;"TWN";"Oilseed Cakes, Other";2598;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"20891";20891;"TWN";"Wine";2655;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"20892";20892;"TWN";"Beer";2656;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"20893";20893;"TWN";"Beverages, Fermented";2657;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"20894";20894;"TWN";"Beverages, Alcoholic";2658;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"20895";20895;"TWN";"Alcohol, Non-Food";2659;"Ethanol";"Crop products";"Ethanol";"excluded"
"20896";20896;"TWN";"Cotton lint";2661;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"20897";20897;"TWN";"Cattle";866;"Live animals";"Livestock";"Live animals";"excluded"
"20898";20898;"TWN";"Buffaloes";946;"Live animals";"Livestock";"Live animals";"excluded"
"20899";20899;"TWN";"Sheep";976;"Live animals";"Livestock";"Live animals";"excluded"
"20900";20900;"TWN";"Goats";1016;"Live animals";"Livestock";"Live animals";"excluded"
"20901";20901;"TWN";"Pigs";1034;"Live animals";"Livestock";"Live animals";"excluded"
"20902";20902;"TWN";"Poultry Birds";2029;"Live animals";"Livestock";"Live animals";"excluded"
"20903";20903;"TWN";"Horses";1096;"Live animals";"Livestock";"Live animals";"excluded"
"20904";20904;"TWN";"Asses";1107;"Live animals";"Livestock";"Live animals";"excluded"
"20905";20905;"TWN";"Mules";1110;"Live animals";"Livestock";"Live animals";"excluded"
"20906";20906;"TWN";"Camels";1126;"Live animals";"Livestock";"Live animals";"excluded"
"20907";20907;"TWN";"Camelids, other";1157;"Live animals";"Livestock";"Live animals";"excluded"
"20908";20908;"TWN";"Rabbits and hares";1140;"Live animals";"Livestock";"Live animals";"excluded"
"20909";20909;"TWN";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"20910";20910;"TWN";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"20911";20911;"TWN";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"20912";20912;"TWN";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"20913";20913;"TWN";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"20914";20914;"TWN";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"20915";20915;"TWN";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"20916";20916;"TWN";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"20917";20917;"TWN";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"20918";20918;"TWN";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"20919";20919;"TWN";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"20920";20920;"TWN";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"20921";20921;"TWN";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"20922";20922;"TWN";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"20923";20923;"TWN";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"20924";20924;"TWN";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"20925";20925;"TWN";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"20926";20926;"TWN";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"20927";20927;"TWN";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"20928";20928;"TWN";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"20929";20929;"TWN";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"20930";20930;"TWN";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"20931";20931;"TZA";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20932";20932;"TZA";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20933";20933;"TZA";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20934";20934;"TZA";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20935";20935;"TZA";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20936";20936;"TZA";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20937";20937;"TZA";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20938";20938;"TZA";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20939";20939;"TZA";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20940";20940;"TZA";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20941";20941;"TZA";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20942";20942;"TZA";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20943";20943;"TZA";"Roots, Other";2534;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20944";20944;"TZA";"Yams";2535;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"20945";20945;"TZA";"Sugar cane";2536;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"20946";20946;"TZA";"Sugar beet";2537;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"20947";20947;"TZA";"Beans";2546;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20948";20948;"TZA";"Peas";2547;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20949";20949;"TZA";"Pulses, Other and products";2549;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20950";20950;"TZA";"Nuts and products";2551;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"20951";20951;"TZA";"Soyabeans";2555;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"20952";20952;"TZA";"Groundnuts (Shelled Eq)";2556;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"20953";20953;"TZA";"Sunflower seed";2557;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"20954";20954;"TZA";"Rape and Mustardseed";2558;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"20955";20955;"TZA";"Seed cotton";328;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"20956";20956;"TZA";"Coconuts - Incl Copra";2560;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"20957";20957;"TZA";"Sesame seed";2561;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"20958";20958;"TZA";"Oil, palm fruit";254;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"20959";20959;"TZA";"Olives (including preserved)";2563;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"20960";20960;"TZA";"Oilcrops, Other";2570;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"20961";20961;"TZA";"Tomatoes and products";2601;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20962";20962;"TZA";"Onions";2602;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20963";20963;"TZA";"Vegetables, Other";2605;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20964";20964;"TZA";"Oranges, Mandarines";2611;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20965";20965;"TZA";"Lemons, Limes and products";2612;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20966";20966;"TZA";"Grapefruit and products";2613;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20967";20967;"TZA";"Citrus, Other";2614;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20968";20968;"TZA";"Bananas";2615;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20969";20969;"TZA";"Plantains";2616;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20970";20970;"TZA";"Apples and products";2617;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20971";20971;"TZA";"Pineapples and products";2618;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20972";20972;"TZA";"Dates";2619;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20973";20973;"TZA";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20974";20974;"TZA";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"20975";20975;"TZA";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"20976";20976;"TZA";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"20977";20977;"TZA";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"20978";20978;"TZA";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20979";20979;"TZA";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20980";20980;"TZA";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20981";20981;"TZA";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20982";20982;"TZA";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"20983";20983;"TZA";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20984";20984;"TZA";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20985";20985;"TZA";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20986";20986;"TZA";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20987";20987;"TZA";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20988";20988;"TZA";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"20989";20989;"TZA";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"20990";20990;"TZA";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"20991";20991;"TZA";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"20992";20992;"TZA";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"20993";20993;"TZA";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"20994";20994;"TZA";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"20995";20995;"TZA";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"20996";20996;"TZA";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"20997";20997;"TZA";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"20998";20998;"TZA";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"20999";20999;"TZA";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21000";21000;"TZA";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21001";21001;"TZA";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21002";21002;"TZA";"Rape and Mustard Oil";2574;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21003";21003;"TZA";"Cottonseed Oil";2575;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21004";21004;"TZA";"Palmkernel Oil";2576;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21005";21005;"TZA";"Palm Oil";2577;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21006";21006;"TZA";"Coconut Oil";2578;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21007";21007;"TZA";"Sesameseed Oil";2579;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21008";21008;"TZA";"Olive Oil";2580;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21009";21009;"TZA";"Ricebran Oil";2581;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21010";21010;"TZA";"Maize Germ Oil";2582;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21011";21011;"TZA";"Oilcrops Oil, Other";2586;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"21012";21012;"TZA";"Soyabean Cake";2590;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"21013";21013;"TZA";"Groundnut Cake";2591;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"21014";21014;"TZA";"Sunflowerseed Cake";2592;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"21015";21015;"TZA";"Rape and Mustard Cake";2593;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"21016";21016;"TZA";"Cottonseed Cake";2594;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"21017";21017;"TZA";"Palmkernel Cake";2595;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"21018";21018;"TZA";"Copra Cake";2596;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"21019";21019;"TZA";"Sesameseed Cake";2597;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"21020";21020;"TZA";"Oilseed Cakes, Other";2598;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"21021";21021;"TZA";"Wine";2655;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"21022";21022;"TZA";"Beer";2656;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"21023";21023;"TZA";"Beverages, Fermented";2657;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"21024";21024;"TZA";"Beverages, Alcoholic";2658;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"21025";21025;"TZA";"Alcohol, Non-Food";2659;"Ethanol";"Crop products";"Ethanol";"excluded"
"21026";21026;"TZA";"Cotton lint";2661;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"21027";21027;"TZA";"Cattle";866;"Live animals";"Livestock";"Live animals";"excluded"
"21028";21028;"TZA";"Buffaloes";946;"Live animals";"Livestock";"Live animals";"excluded"
"21029";21029;"TZA";"Sheep";976;"Live animals";"Livestock";"Live animals";"excluded"
"21030";21030;"TZA";"Goats";1016;"Live animals";"Livestock";"Live animals";"excluded"
"21031";21031;"TZA";"Pigs";1034;"Live animals";"Livestock";"Live animals";"excluded"
"21032";21032;"TZA";"Poultry Birds";2029;"Live animals";"Livestock";"Live animals";"excluded"
"21033";21033;"TZA";"Horses";1096;"Live animals";"Livestock";"Live animals";"excluded"
"21034";21034;"TZA";"Asses";1107;"Live animals";"Livestock";"Live animals";"excluded"
"21035";21035;"TZA";"Mules";1110;"Live animals";"Livestock";"Live animals";"excluded"
"21036";21036;"TZA";"Camels";1126;"Live animals";"Livestock";"Live animals";"excluded"
"21037";21037;"TZA";"Camelids, other";1157;"Live animals";"Livestock";"Live animals";"excluded"
"21038";21038;"TZA";"Rabbits and hares";1140;"Live animals";"Livestock";"Live animals";"excluded"
"21039";21039;"TZA";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"21040";21040;"TZA";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"21041";21041;"TZA";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"21042";21042;"TZA";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"21043";21043;"TZA";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"21044";21044;"TZA";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"21045";21045;"TZA";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"21046";21046;"TZA";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"21047";21047;"TZA";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"21048";21048;"TZA";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"21049";21049;"TZA";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"21050";21050;"TZA";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"21051";21051;"TZA";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"21052";21052;"TZA";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"21053";21053;"TZA";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"21054";21054;"TZA";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"21055";21055;"TZA";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"21056";21056;"TZA";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"21057";21057;"TZA";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"21058";21058;"TZA";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"21059";21059;"TZA";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"21060";21060;"TZA";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"21061";21061;"THA";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21062";21062;"THA";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21063";21063;"THA";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21064";21064;"THA";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21065";21065;"THA";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21066";21066;"THA";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21067";21067;"THA";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21068";21068;"THA";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21069";21069;"THA";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21070";21070;"THA";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21071";21071;"THA";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21072";21072;"THA";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"21073";21073;"THA";"Roots, Other";2534;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
